"pred","pred_rovid","csoport","out","out_rovid","r_ns","n","P_expert_prior","P_semleges_prior","n_atbillenes_expert","n_95pct_semleges"
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_MAI","MAI",-0.4684,100,0,0,25,20
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_MAI","MAI",-0.4684,150,0,0,25,20
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_MAI","MAI",-0.4684,200,0,0,25,20
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_MAI","MAI",-0.4684,300,0,0,25,20
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_MAI","MAI",-0.4684,500,0,0,25,20
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_OHIP","OHIP-5",-0.0508,6,0.9776,0.4702,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_OHIP","OHIP-5",-0.0508,8,0.9768,0.4611,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_OHIP","OHIP-5",-0.0508,10,0.976,0.4531,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_OHIP","OHIP-5",-0.0508,12,0.9753,0.4459,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_OHIP","OHIP-5",-0.0508,15,0.9744,0.4363,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_OHIP","OHIP-5",-0.0508,20,0.9729,0.4225,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_OHIP","OHIP-5",-0.0508,25,0.9716,0.4107,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_OHIP","OHIP-5",-0.0508,30,0.9704,0.4003,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_OHIP","OHIP-5",-0.0508,40,0.9682,0.3822,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_OHIP","OHIP-5",-0.0508,50,0.9661,0.3667,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_OHIP","OHIP-5",-0.0508,60,0.9641,0.3531,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_OHIP","OHIP-5",-0.0508,80,0.9603,0.3295,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_OHIP","OHIP-5",-0.0508,100,0.9567,0.3095,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_OHIP","OHIP-5",-0.0508,150,0.9477,0.269,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_OHIP","OHIP-5",-0.0508,200,0.9388,0.2374,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_OHIP","OHIP-5",-0.0508,300,0.9201,0.1894,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_OHIP","OHIP-5",-0.0508,500,0.8774,0.1269,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_RAGAS","Önbev. rágás",0.0013,6,0.9801,0.5002,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_RAGAS","Önbev. rágás",0.0013,8,0.9801,0.5004,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_RAGAS","Önbev. rágás",0.0013,10,0.9801,0.5005,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_RAGAS","Önbev. rágás",0.0013,12,0.9801,0.5007,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_RAGAS","Önbev. rágás",0.0013,15,0.9801,0.5008,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_RAGAS","Önbev. rágás",0.0013,20,0.9802,0.5011,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_RAGAS","Önbev. rágás",0.0013,25,0.9802,0.5013,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_RAGAS","Önbev. rágás",0.0013,30,0.9802,0.5015,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_RAGAS","Önbev. rágás",0.0013,40,0.9802,0.5018,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_RAGAS","Önbev. rágás",0.0013,50,0.9803,0.5021,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_RAGAS","Önbev. rágás",0.0013,60,0.9803,0.5023,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_RAGAS","Önbev. rágás",0.0013,80,0.9804,0.5028,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_RAGAS","Önbev. rágás",0.0013,100,0.9804,0.5031,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_RAGAS","Önbev. rágás",0.0013,150,0.9805,0.5039,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_RAGAS","Önbev. rágás",0.0013,200,0.9806,0.5046,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_RAGAS","Önbev. rágás",0.0013,300,0.9807,0.5057,,
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_RAGAS","Önbev. rágás",0.0013,500,0.9809,0.5074,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_GOHAI","GOHAI",-0.0857,6,0.9757,0.4501,,500
"F1","F1 gerincmagasság ↓","Felső állcsont","s_GOHAI","GOHAI",-0.0857,8,0.9742,0.4349,,500
"F1","F1 gerincmagasság ↓","Felső állcsont","s_GOHAI","GOHAI",-0.0857,10,0.9728,0.4216,,500
"F1","F1 gerincmagasság ↓","Felső állcsont","s_GOHAI","GOHAI",-0.0857,12,0.9715,0.4096,,500
"F1","F1 gerincmagasság ↓","Felső állcsont","s_GOHAI","GOHAI",-0.0857,15,0.9696,0.3938,,500
"F1","F1 gerincmagasság ↓","Felső állcsont","s_GOHAI","GOHAI",-0.0857,20,0.9667,0.3713,,500
"F1","F1 gerincmagasság ↓","Felső állcsont","s_GOHAI","GOHAI",-0.0857,25,0.9639,0.3523,,500
"F1","F1 gerincmagasság ↓","Felső állcsont","s_GOHAI","GOHAI",-0.0857,30,0.9613,0.3356,,500
"F1","F1 gerincmagasság ↓","Felső állcsont","s_GOHAI","GOHAI",-0.0857,40,0.9561,0.3073,,500
"F1","F1 gerincmagasság ↓","Felső állcsont","s_GOHAI","GOHAI",-0.0857,50,0.9511,0.2835,,500
"F1","F1 gerincmagasság ↓","Felső állcsont","s_GOHAI","GOHAI",-0.0857,60,0.9461,0.2631,,500
"F1","F1 gerincmagasság ↓","Felső állcsont","s_GOHAI","GOHAI",-0.0857,80,0.936,0.2291,,500
"F1","F1 gerincmagasság ↓","Felső állcsont","s_GOHAI","GOHAI",-0.0857,100,0.9254,0.2015,,500
"F1","F1 gerincmagasság ↓","Felső állcsont","s_GOHAI","GOHAI",-0.0857,150,0.8969,0.1503,,500
"F1","F1 gerincmagasság ↓","Felső állcsont","s_GOHAI","GOHAI",-0.0857,200,0.8643,0.1147,,500
"F1","F1 gerincmagasság ↓","Felső állcsont","s_GOHAI","GOHAI",-0.0857,300,0.7857,0.0695,,500
"F1","F1 gerincmagasság ↓","Felső állcsont","s_GOHAI","GOHAI",-0.0857,500,0.5813,0.0275,,500
"F1","F1 gerincmagasság ↓","Felső állcsont","s_INDEX","Siker-index",0.0399,6,0.9817,0.5224,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_INDEX","Siker-index",0.0399,8,0.9822,0.5294,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_INDEX","Siker-index",0.0399,10,0.9827,0.5356,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_INDEX","Siker-index",0.0399,12,0.983,0.5412,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_INDEX","Siker-index",0.0399,15,0.9835,0.5487,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_INDEX","Siker-index",0.0399,20,0.9842,0.5593,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_INDEX","Siker-index",0.0399,25,0.9848,0.5685,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_INDEX","Siker-index",0.0399,30,0.9853,0.5766,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_INDEX","Siker-index",0.0399,40,0.9861,0.5907,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_INDEX","Siker-index",0.0399,50,0.9868,0.6029,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_INDEX","Siker-index",0.0399,60,0.98740000000000006,0.6137,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_INDEX","Siker-index",0.0399,80,0.9884,0.6325,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_INDEX","Siker-index",0.0399,100,0.9892,0.6486,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_INDEX","Siker-index",0.0399,150,0.9907,0.6817,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_INDEX","Siker-index",0.0399,200,0.9918,0.7083,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_INDEX","Siker-index",0.0399,300,0.9934,0.7503,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_INDEX","Siker-index",0.0399,500,0.9954,0.8095,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_MAI","MAI",-0.4737,6,0.9367,0.2317,25,20
"F1","F1 gerincmagasság ↓","Felső állcsont","s_MAI","MAI",-0.4737,8,0.9083,0.1681,25,20
"F1","F1 gerincmagasság ↓","Felső állcsont","s_MAI","MAI",-0.4737,10,0.8724,0.1223,25,20
"F1","F1 gerincmagasság ↓","Felső állcsont","s_MAI","MAI",-0.4737,12,0.8281,0.0894,25,20
"F1","F1 gerincmagasság ↓","Felső állcsont","s_MAI","MAI",-0.4737,15,0.7456,0.0564,25,20
"F1","F1 gerincmagasság ↓","Felső állcsont","s_MAI","MAI",-0.4737,20,0.5737,0.0267,25,20
"F1","F1 gerincmagasság ↓","Felső állcsont","s_MAI","MAI",-0.4737,25,0.3906,0.0129,25,20
"F1","F1 gerincmagasság ↓","Felső állcsont","s_MAI","MAI",-0.4737,30,0.2378,0.0063,25,20
"F1","F1 gerincmagasság ↓","Felső állcsont","s_MAI","MAI",-0.4737,40,0.0712,0.0016,25,20
"F1","F1 gerincmagasság ↓","Felső állcsont","s_MAI","MAI",-0.4737,50,0.019,4e-4,25,20
"F1","F1 gerincmagasság ↓","Felső állcsont","s_MAI","MAI",-0.4737,60,0.005,1e-4,25,20
"F1","F1 gerincmagasság ↓","Felső állcsont","s_MAI","MAI",-0.4737,80,3e-4,0,25,20
"F1","F1 gerincmagasság ↓","Felső állcsont","s_MAI","MAI",-0.4737,100,0,0,25,20
"F1","F1 gerincmagasság ↓","Felső állcsont","s_MAI","MAI",-0.4737,150,0,0,25,20
"F1","F1 gerincmagasság ↓","Felső állcsont","s_MAI","MAI",-0.4737,200,0,0,25,20
"F1","F1 gerincmagasság ↓","Felső állcsont","s_MAI","MAI",-0.4737,300,0,0,25,20
"F1","F1 gerincmagasság ↓","Felső állcsont","s_MAI","MAI",-0.4737,500,0,0,25,20
"F1","F1 gerincmagasság ↓","Felső állcsont","s_OHIP","OHIP-5",-0.0491,6,0.9777,0.4711,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_OHIP","OHIP-5",-0.0491,8,0.9769,0.4624,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_OHIP","OHIP-5",-0.0491,10,0.9762,0.4546,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_OHIP","OHIP-5",-0.0491,12,0.9755,0.4476,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_OHIP","OHIP-5",-0.0491,15,0.9746,0.4383,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_OHIP","OHIP-5",-0.0491,20,0.9732,0.425,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_OHIP","OHIP-5",-0.0491,25,0.972,0.4136,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_OHIP","OHIP-5",-0.0491,30,0.9708,0.4035,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_OHIP","OHIP-5",-0.0491,40,0.9687,0.386,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_OHIP","OHIP-5",-0.0491,50,0.9667,0.371,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_OHIP","OHIP-5",-0.0491,60,0.9648,0.3577,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_OHIP","OHIP-5",-0.0491,80,0.9612,0.3348,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_OHIP","OHIP-5",-0.0491,100,0.9578,0.3152,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_OHIP","OHIP-5",-0.0491,150,0.9494,0.2758,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_OHIP","OHIP-5",-0.0491,200,0.9411,0.2447,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_OHIP","OHIP-5",-0.0491,300,0.9238,0.1973,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_OHIP","OHIP-5",-0.0491,500,0.8848,0.1349,,
"F1","F1 gerincmagasság ↓","Felső állcsont","s_RAGAS","Önbev. rágás",-0.1333,6,0.9729,0.4228,300,200
"F1","F1 gerincmagasság ↓","Felső állcsont","s_RAGAS","Önbev. rágás",-0.1333,8,0.9703,0.3995,300,200
"F1","F1 gerincmagasság ↓","Felső állcsont","s_RAGAS","Önbev. rágás",-0.1333,10,0.9677,0.3792,300,200
"F1","F1 gerincmagasság ↓","Felső állcsont","s_RAGAS","Önbev. rágás",-0.1333,12,0.9652,0.3612,300,200
"F1","F1 gerincmagasság ↓","Felső állcsont","s_RAGAS","Önbev. rágás",-0.1333,15,0.9616,0.3375,300,200
"F1","F1 gerincmagasság ↓","Felső állcsont","s_RAGAS","Önbev. rágás",-0.1333,20,0.9556,0.3047,300,200
"F1","F1 gerincmagasság ↓","Felső állcsont","s_RAGAS","Önbev. rágás",-0.1333,25,0.9497,0.2776,300,200
"F1","F1 gerincmagasság ↓","Felső állcsont","s_RAGAS","Önbev. rágás",-0.1333,30,0.9437,0.2544,300,200
"F1","F1 gerincmagasság ↓","Felső állcsont","s_RAGAS","Önbev. rágás",-0.1333,40,0.9314,0.2166,300,200
"F1","F1 gerincmagasság ↓","Felső állcsont","s_RAGAS","Önbev. rágás",-0.1333,50,0.9185,0.1866,300,200
"F1","F1 gerincmagasság ↓","Felső állcsont","s_RAGAS","Önbev. rágás",-0.1333,60,0.9047,0.162,300,200
"F1","F1 gerincmagasság ↓","Felső állcsont","s_RAGAS","Önbev. rágás",-0.1333,80,0.8744,0.1242,300,200
"F1","F1 gerincmagasság ↓","Felső állcsont","s_RAGAS","Önbev. rágás",-0.1333,100,0.84,0.0966,300,200
"F1","F1 gerincmagasság ↓","Felső állcsont","s_RAGAS","Önbev. rágás",-0.1333,150,0.7354,0.0536,300,200
"F1","F1 gerincmagasság ↓","Felső állcsont","s_RAGAS","Önbev. rágás",-0.1333,200,0.6086,0.0307,300,200
"F1","F1 gerincmagasság ↓","Felső állcsont","s_RAGAS","Önbev. rágás",-0.1333,300,0.3453,0.0106,300,200
"F1","F1 gerincmagasság ↓","Felső állcsont","s_RAGAS","Önbev. rágás",-0.1333,500,0.0649,0.0014,300,200
"F3","F3 boltozat ↓","Felső állcsont","s_GOHAI","GOHAI",0.8592,6,0.9953,0.9589,,6
"F3","F3 boltozat ↓","Felső állcsont","s_GOHAI","GOHAI",0.8592,8,0.9988,0.9891,,6
"F3","F3 boltozat ↓","Felső állcsont","s_GOHAI","GOHAI",0.8592,10,0.9997,0.9972,,6
"F3","F3 boltozat ↓","Felső állcsont","s_GOHAI","GOHAI",0.8592,12,0.9999,0.9993,,6
"F3","F3 boltozat ↓","Felső állcsont","s_GOHAI","GOHAI",0.8592,15,1,0.9999,,6
"F3","F3 boltozat ↓","Felső állcsont","s_GOHAI","GOHAI",0.8592,20,1,1,,6
"F3","F3 boltozat ↓","Felső állcsont","s_GOHAI","GOHAI",0.8592,25,1,1,,6
"F3","F3 boltozat ↓","Felső állcsont","s_GOHAI","GOHAI",0.8592,30,1,1,,6
"F3","F3 boltozat ↓","Felső állcsont","s_GOHAI","GOHAI",0.8592,40,1,1,,6
"F3","F3 boltozat ↓","Felső állcsont","s_GOHAI","GOHAI",0.8592,50,1,1,,6
"F3","F3 boltozat ↓","Felső állcsont","s_GOHAI","GOHAI",0.8592,60,1,1,,6
"F3","F3 boltozat ↓","Felső állcsont","s_GOHAI","GOHAI",0.8592,80,1,1,,6
"F3","F3 boltozat ↓","Felső állcsont","s_GOHAI","GOHAI",0.8592,100,1,1,,6
"F3","F3 boltozat ↓","Felső állcsont","s_GOHAI","GOHAI",0.8592,150,1,1,,6
"F3","F3 boltozat ↓","Felső állcsont","s_GOHAI","GOHAI",0.8592,200,1,1,,6
"F3","F3 boltozat ↓","Felső állcsont","s_GOHAI","GOHAI",0.8592,300,1,1,,6
"F3","F3 boltozat ↓","Felső állcsont","s_GOHAI","GOHAI",0.8592,500,1,1,,6
"F3","F3 boltozat ↓","Felső állcsont","s_INDEX","Siker-index",0.6036,6,0.9789,0.8369,,12
"F3","F3 boltozat ↓","Felső állcsont","s_INDEX","Siker-index",0.6036,8,0.9881,0.9015,,12
"F3","F3 boltozat ↓","Felső állcsont","s_INDEX","Siker-index",0.6036,10,0.9931,0.9408,,12
"F3","F3 boltozat ↓","Felső állcsont","s_INDEX","Siker-index",0.6036,12,0.9959,0.9644,,12
"F3","F3 boltozat ↓","Felső állcsont","s_INDEX","Siker-index",0.6036,15,0.9981,0.9833,,12
"F3","F3 boltozat ↓","Felső állcsont","s_INDEX","Siker-index",0.6036,20,0.9995,0.9952,,12
"F3","F3 boltozat ↓","Felső állcsont","s_INDEX","Siker-index",0.6036,25,0.9998,0.9986,,12
"F3","F3 boltozat ↓","Felső állcsont","s_INDEX","Siker-index",0.6036,30,1,0.9996,,12
"F3","F3 boltozat ↓","Felső állcsont","s_INDEX","Siker-index",0.6036,40,1,1,,12
"F3","F3 boltozat ↓","Felső állcsont","s_INDEX","Siker-index",0.6036,50,1,1,,12
"F3","F3 boltozat ↓","Felső állcsont","s_INDEX","Siker-index",0.6036,60,1,1,,12
"F3","F3 boltozat ↓","Felső állcsont","s_INDEX","Siker-index",0.6036,80,1,1,,12
"F3","F3 boltozat ↓","Felső állcsont","s_INDEX","Siker-index",0.6036,100,1,1,,12
"F3","F3 boltozat ↓","Felső állcsont","s_INDEX","Siker-index",0.6036,150,1,1,,12
"F3","F3 boltozat ↓","Felső állcsont","s_INDEX","Siker-index",0.6036,200,1,1,,12
"F3","F3 boltozat ↓","Felső állcsont","s_INDEX","Siker-index",0.6036,300,1,1,,12
"F3","F3 boltozat ↓","Felső állcsont","s_INDEX","Siker-index",0.6036,500,1,1,,12
"F3","F3 boltozat ↓","Felső állcsont","s_MAI","MAI",0.4738,6,0.9676,0.7676,,20
"F3","F3 boltozat ↓","Felső állcsont","s_MAI","MAI",0.4738,8,0.978,0.8313,,20
"F3","F3 boltozat ↓","Felső állcsont","s_MAI","MAI",0.4738,10,0.9848,0.8771,,20
"F3","F3 boltozat ↓","Felső állcsont","s_MAI","MAI",0.4738,12,0.9892,0.9101,,20
"F3","F3 boltozat ↓","Felső állcsont","s_MAI","MAI",0.4738,15,0.9934,0.9432,,20
"F3","F3 boltozat ↓","Felső állcsont","s_MAI","MAI",0.4738,20,0.997,0.9731,,20
"F3","F3 boltozat ↓","Felső állcsont","s_MAI","MAI",0.4738,25,0.9986,0.987,,20
"F3","F3 boltozat ↓","Felső állcsont","s_MAI","MAI",0.4738,30,0.9993,0.9936,,20
"F3","F3 boltozat ↓","Felső állcsont","s_MAI","MAI",0.4738,40,0.9998,0.9984,,20
"F3","F3 boltozat ↓","Felső állcsont","s_MAI","MAI",0.4738,50,1,0.9996,,20
"F3","F3 boltozat ↓","Felső állcsont","s_MAI","MAI",0.4738,60,1,0.9999,,20
"F3","F3 boltozat ↓","Felső állcsont","s_MAI","MAI",0.4738,80,1,1,,20
"F3","F3 boltozat ↓","Felső állcsont","s_MAI","MAI",0.4738,100,1,1,,20
"F3","F3 boltozat ↓","Felső állcsont","s_MAI","MAI",0.4738,150,1,1,,20
"F3","F3 boltozat ↓","Felső állcsont","s_MAI","MAI",0.4738,200,1,1,,20
"F3","F3 boltozat ↓","Felső állcsont","s_MAI","MAI",0.4738,300,1,1,,20
"F3","F3 boltozat ↓","Felső állcsont","s_MAI","MAI",0.4738,500,1,1,,20
"F3","F3 boltozat ↓","Felső állcsont","s_OHIP","OHIP-5",0.4317,6,0.9634,0.7445,,20
"F3","F3 boltozat ↓","Felső állcsont","s_OHIP","OHIP-5",0.4317,8,0.974,0.8057,,20
"F3","F3 boltozat ↓","Felső állcsont","s_OHIP","OHIP-5",0.4317,10,0.9811,0.8516,,20
"F3","F3 boltozat ↓","Felső állcsont","s_OHIP","OHIP-5",0.4317,12,0.986,0.886,,20
"F3","F3 boltozat ↓","Felső állcsont","s_OHIP","OHIP-5",0.4317,15,0.9908,0.9226,,20
"F3","F3 boltozat ↓","Felső állcsont","s_OHIP","OHIP-5",0.4317,20,0.9953,0.9585,,20
"F3","F3 boltozat ↓","Felső állcsont","s_OHIP","OHIP-5",0.4317,25,0.9975,0.9773,,20
"F3","F3 boltozat ↓","Felső állcsont","s_OHIP","OHIP-5",0.4317,30,0.9986,0.98740000000000006,,20
"F3","F3 boltozat ↓","Felső állcsont","s_OHIP","OHIP-5",0.4317,40,0.9996,0.996,,20
"F3","F3 boltozat ↓","Felső állcsont","s_OHIP","OHIP-5",0.4317,50,0.9999,0.9987,,20
"F3","F3 boltozat ↓","Felső állcsont","s_OHIP","OHIP-5",0.4317,60,1,0.9996,,20
"F3","F3 boltozat ↓","Felső állcsont","s_OHIP","OHIP-5",0.4317,80,1,1,,20
"F3","F3 boltozat ↓","Felső állcsont","s_OHIP","OHIP-5",0.4317,100,1,1,,20
"F3","F3 boltozat ↓","Felső állcsont","s_OHIP","OHIP-5",0.4317,150,1,1,,20
"F3","F3 boltozat ↓","Felső állcsont","s_OHIP","OHIP-5",0.4317,200,1,1,,20
"F3","F3 boltozat ↓","Felső állcsont","s_OHIP","OHIP-5",0.4317,300,1,1,,20
"F3","F3 boltozat ↓","Felső állcsont","s_OHIP","OHIP-5",0.4317,500,1,1,,20
"F3","F3 boltozat ↓","Felső állcsont","s_RAGAS","Önbev. rágás",0.4989,6,0.9699,0.7812,,15
"F3","F3 boltozat ↓","Felső állcsont","s_RAGAS","Önbev. rágás",0.4989,8,0.9802,0.8458,,15
"F3","F3 boltozat ↓","Felső állcsont","s_RAGAS","Önbev. rágás",0.4989,10,0.9867,0.8912,,15
"F3","F3 boltozat ↓","Felső állcsont","s_RAGAS","Önbev. rágás",0.4989,12,0.9909,0.9229,,15
"F3","F3 boltozat ↓","Felső állcsont","s_RAGAS","Önbev. rágás",0.4989,15,0.9947,0.9536,,15
"F3","F3 boltozat ↓","Felső állcsont","s_RAGAS","Önbev. rágás",0.4989,20,0.9977,0.9797,,15
"F3","F3 boltozat ↓","Felső állcsont","s_RAGAS","Önbev. rágás",0.4989,25,0.999,0.9909,,15
"F3","F3 boltozat ↓","Felső állcsont","s_RAGAS","Önbev. rágás",0.4989,30,0.9995,0.9959,,15
"F3","F3 boltozat ↓","Felső állcsont","s_RAGAS","Önbev. rágás",0.4989,40,0.9999,0.9991,,15
"F3","F3 boltozat ↓","Felső állcsont","s_RAGAS","Önbev. rágás",0.4989,50,1,0.9998,,15
"F3","F3 boltozat ↓","Felső állcsont","s_RAGAS","Önbev. rágás",0.4989,60,1,1,,15
"F3","F3 boltozat ↓","Felső állcsont","s_RAGAS","Önbev. rágás",0.4989,80,1,1,,15
"F3","F3 boltozat ↓","Felső állcsont","s_RAGAS","Önbev. rágás",0.4989,100,1,1,,15
"F3","F3 boltozat ↓","Felső állcsont","s_RAGAS","Önbev. rágás",0.4989,150,1,1,,15
"F3","F3 boltozat ↓","Felső állcsont","s_RAGAS","Önbev. rágás",0.4989,200,1,1,,15
"F3","F3 boltozat ↓","Felső állcsont","s_RAGAS","Önbev. rágás",0.4989,300,1,1,,15
"F3","F3 boltozat ↓","Felső állcsont","s_RAGAS","Önbev. rágás",0.4989,500,1,1,,15
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_GOHAI","GOHAI",0.3966,6,0.9597,0.7251,,25
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_GOHAI","GOHAI",0.3966,8,0.9703,0.7836,,25
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_GOHAI","GOHAI",0.3966,10,0.9777,0.8287,,25
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_GOHAI","GOHAI",0.3966,12,0.9829,0.8636,,25
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_GOHAI","GOHAI",0.3966,15,0.9882,0.9022,,25
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_GOHAI","GOHAI",0.3966,20,0.9933,0.9426,,25
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_GOHAI","GOHAI",0.3966,25,0.9961,0.9657,,25
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_GOHAI","GOHAI",0.3966,30,0.9977,0.9792,,25
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_GOHAI","GOHAI",0.3966,40,0.9991,0.9922,,25
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_GOHAI","GOHAI",0.3966,50,0.9997,0.997,,25
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_GOHAI","GOHAI",0.3966,60,0.9999,0.9988,,25
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_GOHAI","GOHAI",0.3966,80,1,0.9998,,25
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_GOHAI","GOHAI",0.3966,100,1,1,,25
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_GOHAI","GOHAI",0.3966,150,1,1,,25
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_GOHAI","GOHAI",0.3966,200,1,1,,25
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_GOHAI","GOHAI",0.3966,300,1,1,,25
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_GOHAI","GOHAI",0.3966,500,1,1,,25
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_INDEX","Siker-index",0.6208,6,0.9802,0.8458,,12
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_INDEX","Siker-index",0.6208,8,0.9891,0.9097,,12
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_INDEX","Siker-index",0.6208,10,0.9939,0.9475,,12
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_INDEX","Siker-index",0.6208,12,0.9965,0.9694,,12
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_INDEX","Siker-index",0.6208,15,0.9985,0.9864,,12
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_INDEX","Siker-index",0.6208,20,0.9996,0.9964,,12
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_INDEX","Siker-index",0.6208,25,0.9999,0.999,,12
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_INDEX","Siker-index",0.6208,30,1,0.9997,,12
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_INDEX","Siker-index",0.6208,40,1,1,,12
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_INDEX","Siker-index",0.6208,50,1,1,,12
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_INDEX","Siker-index",0.6208,60,1,1,,12
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_INDEX","Siker-index",0.6208,80,1,1,,12
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_INDEX","Siker-index",0.6208,100,1,1,,12
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_INDEX","Siker-index",0.6208,150,1,1,,12
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_INDEX","Siker-index",0.6208,200,1,1,,12
"F4","F4 gerincalak-szög ↓","Felső állcsont","s_INDEX","Siker-index",0.6208,300,1,1,,12
